"","...1","...2","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","days_since_last_review","...22","dist_from_subway_in_miles","dist_from_airport_in_miles"
"3695",3695,3695,45864101,"ALL About Location and Price + RoofTop ALL for YOU",361618375,"Zain",NA,"West End, Foggy Bottom, GWU",38.90083,-77.05436,"Entire home/apt",128,31,0,NA,NA,2,0,0,NA,-1,NA,0.222931167264041,3.48328403851601
"3696",3696,3696,46475540,"Sojourn the 13th Street Flats #5",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91487,-77.02887,"Entire home/apt",127,31,3,"7/24/2022",0.18,156,317,2,NA,87,NA,0.165582495888152,4.35786265591261
"3697",3697,3697,46475541,"Sojourn the 13th Street Flats #8",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91459,-77.02897,"Entire home/apt",130,31,5,"8/14/2022",0.25,156,349,3,NA,66,NA,0.18532309326498,4.33805857483868
"3698",3698,3698,46288510,"Beautiful Private In-law Suite",43723905,"Lisa",NA,"Brightwood Park, Crestwood, Petworth",38.94044,-77.01521,"Entire home/apt",130,31,0,NA,NA,3,0,0,NA,-1,NA,0.495824610478051,6.21788560419197
"3699",3699,3699,46475542,"Sojourn the 13th Street Flats #10",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9164,-77.03028,"Entire home/apt",112,31,1,"3/20/2021",0.06,156,292,0,NA,578,NA,0.157614864923582,4.45514378365194
"3700",3700,3700,46475544,"Sojourn the 13th Street Flats #11",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91513,-77.02823,"Entire home/apt",115,31,5,"8/14/2022",0.35,156,309,4,NA,66,NA,0.135747086183967,4.3796796245915
"3701",3701,3701,46289608,"Private room #8 few minutes to Metro in D.C",12166019,"Yousong & Sharon",NA,"Mayfair, Hillbrook, Mahaning Heights",38.89878,-76.9444,"Private room",40,31,6,"7/2/2022",0.54,12,106,6,NA,109,NA,0.131526430060269,6.02688366340842
"3702",3702,3702,45866645,"Comfortable Space at a Great Location",84469399,"Jeremy",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92863,-77.02594,"Entire home/apt",116,1,121,"9/12/2022",5.2,1,39,60,"Hosted License: 5007242201000275",37,NA,0.365178271790358,5.31944512842221
"3703",3703,3703,46293888,"BRAND NEW Cozy Apt in Mt. Pleasant",125855620,"Kristin",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93319,-77.04258,"Entire home/apt",125,31,2,"12/21/2020",0.09,1,0,0,NA,667,NA,0.660016787969612,5.6015584256528
"3704",3704,3704,46295227,"Victorian Spirit - jewel of Washington DC",29184455,"Tedd",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90688,-77.04631,"Entire home/apt",361,5,0,NA,NA,4,359,0,"Hosted License: 5007242201001455",-1,NA,0.245626064355024,3.80896218374416
"3705",3705,3705,46475559,"Sojourn the 13th Street Flats #12",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91504,-77.02888,"Entire home/apt",98,31,3,"8/14/2022",0.14,156,283,1,NA,66,NA,0.155476156044123,4.36946070295013
"3706",3706,3706,46295929,"Incredible Location + View + Price -ALL DC Access",361618375,"Zain",NA,"West End, Foggy Bottom, GWU",38.89971,-77.05453,"Entire home/apt",198,31,0,NA,NA,2,0,0,NA,-1,NA,0.24200710541523,3.41123550391808
"3707",3707,3707,46298082,"Spacious 3 Bed Condo near Union Market DC",55009,"Mala",NA,"Union Station, Stanton Park, Kingman Park",38.9023,-76.99277,"Entire home/apt",150,2,48,"8/19/2022",2.38,9,255,25,"Hosted License: 5007242201000788",61,NA,0.647782601861241,4.24443036288739
"3708",3708,3708,46487882,"StayAttache and StayJoyful on S St #2 in Dupont",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91299,-77.04143,"Entire home/apt",145,31,1,"4/30/2021",0.06,96,338,0,NA,537,NA,0.25747076116734,4.20635106883101
"3709",3709,3709,46306888,"Cozy, Private Unit + Free Gated Parking",374843181,"Jeffrey",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91721,-77.00141,"Entire home/apt",87,1,134,"9/5/2022",6.05,1,40,69,"Hosted License: 5007242201000178",44,NA,0.400087256591888,4.91007092754305
"3710",3710,3710,46488047,"StayAttache and StayJoyful in Dupont Circle",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91467,-77.0432,"Entire home/apt",143,31,0,NA,NA,96,333,0,NA,-1,NA,0.349626517078831,4.32777273248159
"3711",3711,3711,46488085,"One bedroom just off Wisconsin Ave.",1380039,"William",NA,"Georgetown, Burleith/Hillandale",38.91115,-77.06541,"Entire home/apt",110,31,10,"11/14/2021",0.48,1,0,5,NA,339,NA,1.08851382200463,4.34634381913678
"3712",3712,3712,46338150,"💯 Space to Relax on Capitol Hill",8591234,"Sean",NA,"Union Station, Stanton Park, Kingman Park",38.89897,-76.99004,"Entire home/apt",140,2,45,"9/5/2022",2.01,8,49,36,"Hosted License: 5007242201000398",44,NA,0.900727325972109,4.150870965823
"3713",3713,3713,46488187,"StayAttache and StayJoyful in Dupont Circle",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91508,-77.04274,"Entire home/apt",109,31,2,"6/1/2022",0.19,96,349,2,NA,140,NA,0.379518880601076,4.35433457549678
"3714",3714,3714,45877546,"Sojourn on 15th",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90587,-77.03493,"Entire home/apt",256,31,83,"9/10/2022",3.62,156,334,44,"Exempt",39,NA,0.318767264100826,3.71320471283434
"3715",3715,3715,46340651,"Newly built Bsmt studio apt in Quiet neighborhood",11622522,"Jennifer",NA,"Colonial Village, Shepherd Park, North Portal Estates",38.98136,-77.03099,"Entire home/apt",400,31,0,NA,NA,1,0,0,NA,-1,NA,0.788469960547205,8.92645477078594
"3716",3716,3716,45885266,"NEW  Modern Rooftop Condo@Capitol & H ST Corridor",371996493,"Kassa",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.905,-76.97672,"Entire home/apt",275,3,19,"8/29/2022",3.77,1,238,19,"Hosted License: 5007242201001764",51,NA,1.26169804971626,4.94042131928766
"3717",3717,3717,46356120,"Private Bathroom, 4blocks to Metro",44706521,"David",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9296,-77.025,"Private room",40,32,5,"11/8/2021",0.31,7,0,2,NA,345,NA,0.429864456119318,5.39225003211442
"3718",3718,3718,46492733,"Beautiful, Townhouse wlk. distance to inauguration",23789531,"Jelani",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91087,-77.00684,"Entire home/apt",1100,31,0,NA,NA,1,0,0,NA,-1,NA,0.337436634982064,4.39119620081839
"3719",3719,3719,46358889,"Sonder Callisto | One-Bedroom Apartment",219493221,"Sonder (D.C.)",NA,"Near Southeast, Navy Yard",38.87601,-76.99425,"Entire home/apt",125,2,27,"8/24/2022",1.55,37,309,20,"Exempt",56,NA,0.592672756005378,2.88949291388969
"3720",3720,3720,46495546,"Cozy & Modernly Decorated /Beautiful Neighborhood",94980211,"Justin",NA,"Capitol View, Marshall Heights, Benning Heights",38.8819,-76.94353,"Entire home/apt",98,2,15,"8/25/2022",0.7,1,256,9,"Hosted License: 5007242201000562
Unhosted License: 5007262201000563",55,NA,0.687233594643743,5.53743332609351
"3721",3721,3721,46372004,"The Driver's Rest Stop: Spacious, Bright & Clean",38197351,"Molley",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86691,-76.94425,"Private room",62,2,53,"8/29/2022",2.41,1,72,45,"Hosted License: 5007242201001513",51,NA,1.26060323611085,5.20353411437041
"3722",3722,3722,45893207,"Lincoln Guest House 
19 blocks to Capitol Hill",371873412,"Daniel",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91474,-77.00876,"Entire home/apt",150,4,14,"8/20/2022",2.28,1,75,14,"Hosted License: 5007242201001282
Unhosted License: 5007262201001283",60,NA,0.617723787710562,4.60188453779372
"3723",3723,3723,46372366,"Basement apartment with off-street parking",152998344,"Rich",NA,"Union Station, Stanton Park, Kingman Park",38.89483,-76.97637,"Entire home/apt",82,31,36,"8/27/2022",1.66,1,357,18,NA,53,NA,0.561188392252469,4.46150548429496
"3724",3724,3724,46506728,"StayAttache and StayJoyful in Historic Dupont",7650266,"Stay Attache",NA,"West End, Foggy Bottom, GWU",38.90723,-77.04768,"Entire home/apt",90,31,2,"5/25/2021",0.11,96,269,0,NA,512,NA,0.284710840227705,3.84282331470687
"3725",3725,3725,46507680,"Beautiful Capitol Hill Row House",45371351,"Maggie",NA,"Capitol Hill, Lincoln Park",38.88984,-77.00089,"Entire home/apt",247,2,60,"8/31/2022",2.87,2,69,52,"Hosted License: 5007242201000895",49,NA,0.402745736870666,3.28935717758163
"3726",3726,3726,46376464,"Sojourn on 19th-6",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91332,-77.04319,"Entire home/apt",88,31,41,"5/29/2022",1.98,156,348,30,NA,143,NA,0.256574960629146,4.2348137337026
"3727",3727,3727,46513626,"Chic Capitol Hill Rowhouse -  3 blocks to Capitol",58265430,"Kelly & Mark",NA,"Capitol Hill, Lincoln Park",38.882458,-77.005264,"Entire home/apt",750,3,15,"8/27/2022",0.81,1,301,12,"Hosted License: 5005500521801653",53,NA,0.180370968955275,2.7429285716968
"3728",3728,3728,46519782,"Dupont Circle 2BR nr. U St, Metro & Glen's Mkt",107434423,"Blueground",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9168214,-77.0427764,"Entire home/apt",210,32,0,NA,NA,235,61,0,NA,-1,NA,0.499098699292622,4.47437989853963
"3729",3729,3729,46862752,"Amazing Condo in heart of Dupont Circle",133265206,"Lucie",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91652,-77.04242,"Entire home/apt",105,31,3,"9/5/2022",0.16,5,93,2,NA,44,NA,0.48016982767906,4.45245405687976
"3730",3730,3730,46376799,"StayAttache and StayJoyful in Dupont",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90814,-77.0482,"Entire home/apt",116,31,1,"10/31/2021",0.09,96,352,1,NA,353,NA,0.280071923200796,3.9090527788087
"3731",3731,3731,47334192,"Interior Designer’s Northeast DC Condo",14656848,"Ashleigh",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90557,-76.98788,"Entire home/apt",150,2,11,"8/28/2022",0.59,2,70,10,"Hosted License: 5007242201001670",52,NA,0.832857771190534,4.58370356076426
"3732",3732,3732,46875064,"Sojourn | S Street | Dupont Circle",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91315,-77.04348,"Entire home/apt",188,31,72,"9/4/2022",3.56,156,344,49,"Hosted License: 5007242201000872",45,NA,0.244570810516758,4.22426729761558
"3733",3733,3733,46529527,"★STAYBNBDC★OutdoorPatio★Georgetown★FASTwifi★RokuTV",487806,"Stay BnB DC",NA,"Georgetown, Burleith/Hillandale",38.90954,-77.06606,"Entire home/apt",104,1,48,"8/25/2022",2.27,31,32,31,"Exempt",55,NA,0.971949987801443,4.25516695025609
"3734",3734,3734,47336176,"Stylin' apartment in Georgetown",17633,"Charlotte",NA,"Georgetown, Burleith/Hillandale",38.909,-77.05837,"Entire home/apt",100,31,1,"10/10/2021",0.09,32,365,1,NA,374,NA,0.722936830986991,4.08513503950815
"3735",3735,3735,46529906,"SUNNY+Spacious 750ft² Monument Views 1-bedroom",47921820,"Dylan",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91129,-77.03767,"Entire home/apt",300,31,5,"8/13/2022",0.24,1,204,3,NA,67,NA,0.334594833413719,4.08411026606361
"3736",3736,3736,47338049,"Fusion of Luxury Living and Comfort In Georgetown",21570891,"Marsh",NA,"Georgetown, Burleith/Hillandale",38.90718,-77.06351,"Entire home/apt",158,1,137,"9/8/2022",6.65,11,130,91,"Exempt",41,NA,0.84932791659471,4.05343457807601
"3737",3737,3737,46530992,"1 Stop/1 Shop!  Large D.C. house-pets/near metro",64478789,"Grace",NA,"Brookland, Brentwood, Langdon",38.92217,-76.9932,"Entire home/apt",675,1,3,"4/27/2022",0.24,1,365,2,"Hosted License: 5007242201002296
Unhosted License: 5007262201002297",175,NA,0.167795593557215,5.41093589649788
"3738",3738,3738,46531231,"Downtown Beautiful Place",256002976,"Lilly",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9142,-77.02123,"Entire home/apt",100,31,5,"12/18/2020",0.23,1,0,0,NA,670,NA,0.0618948332621666,4.37821260142115
"3739",3739,3739,46545564,"Charming Pvt Columbia Heights Dwlg/MeridianHillbnb",374927098,"Lori",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92411,-77.034,"Entire home/apt",179,3,26,"8/9/2022",1.75,1,7,22,"Exempt",71,NA,0.269580922816807,4.97278857800906
"3740",3740,3740,46875746,"Modern Guest Suite (Kitchen+W/D+Private Entrance)",18737347,"Lina",NA,"Cathedral Heights, McLean Gardens, Glover Park",38.93199,-77.07475,"Entire home/apt",219,3,35,"8/23/2022",1.65,1,334,20,"Hosted License: 5007242201000932",57,NA,0.932064635009145,5.87193090317807
"3741",3741,3741,47338844,"Luxe Modern Getaway in the Heart of Capitol Hill!",181205324,"Plushy",NA,"Capitol Hill, Lincoln Park",38.88668,-76.99624,"Entire home/apt",116,31,48,"7/31/2022",2.32,3,365,30,NA,80,NA,0.142035243978326,3.28888430968966
"3742",3742,3742,46898698,"Spacious One Bedroom Condo with Parking",131603240,"Jason",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90329,-76.98185,"Entire home/apt",500,31,0,NA,NA,1,365,0,NA,-1,NA,1.17269285704064,4.66623011009033
"3743",3743,3743,46546172,"Sunny Treetop View Flat in Dupont of DC",1922341,"Kamila",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91471,-77.03716,"Entire home/apt",101,31,13,"6/11/2022",0.59,3,106,7,NA,130,NA,0.490647254537949,4.32018949610172
"3744",3744,3744,47344011,"NoMA Entire 3-BR Townhome • Union Market • H St / DC Streetcar",382254944,"Joahana",NA,"Union Station, Stanton Park, Kingman Park",38.9035,-76.99493,"Entire home/apt",237,2,94,"9/12/2022",4.55,1,239,49,"Exempt",37,NA,0.504348889521067,4.24628799778291
"3745",3745,3745,46551522,"New EasternMarket Stunner, Free PARKING, 1000sqft",22490527,"Alison",NA,"Capitol Hill, Lincoln Park",38.88881,-76.99121,"Entire home/apt",209,1,34,"9/10/2022",5.57,3,120,34,"Hosted License: 5007242201000212
Unhosted License: 5007262201000213",39,NA,0.389462804740058,3.58586779336265
"3746",3746,3746,46902119,"Sojourn SW DC",39930655,"Team",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88101,-77.01631,"Entire home/apt",95,31,1,"8/19/2022",1,156,328,1,NA,61,NA,0.281863009704448,2.31144564376749
"3747",3747,3747,46923649,"Cozy 2bed/2ba condo minutes from Capital Hill",97299262,"Andrew",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91357,-77.00754,"Entire home/apt",145,31,10,"7/2/2022",0.65,1,89,4,NA,109,NA,0.514628160048244,4.54982729943794
"3748",3748,3748,47344061,"Quiet Private basement apt w/ private bathroom!",83079561,"Priscilla",NA,"Capitol View, Marshall Heights, Benning Heights",38.8796,-76.94084,"Private room",87,31,0,NA,NA,1,0,0,NA,-1,NA,0.796978972201751,5.61850498896474
"3749",3749,3749,46563282,"WaterMelon Jump DC Near Howard U 2Bed/1.5 Bath",7100311,"D.",NA,"Shaw, Logan Circle",38.91163,-77.02661,"Entire home/apt",799,31,0,NA,NA,5,0,0,NA,-1,NA,0.286563737279273,4.15193691781807
"3750",3750,3750,47344674,"Designed Room in Capitol Hill with Outdoor Space",294545484,"June",NA,"Capitol Hill, Lincoln Park",38.88372,-76.99292,"Private room",130,91,0,NA,NA,63,362,0,NA,-1,NA,0.179682958191145,3.27678643449701
"3751",3751,3751,46576144,"Furnished Foggy Bottom Studio Including Utilities",2470545,"Virinder",NA,"West End, Foggy Bottom, GWU",38.89607,-77.04606,"Entire home/apt",65,90,1,"5/19/2021",0.06,1,237,0,NA,518,NA,0.394216879400275,3.06809923024873
"3752",3752,3752,46926304,"Sun-drenched Capitol Hill townhouse w/ roof deck",180330203,"Will",NA,"Union Station, Stanton Park, Kingman Park",38.89895,-76.9853,"Entire home/apt",265,2,11,"8/28/2022",0.63,1,19,9,"Hosted License: 5007242201000127
Unhosted License: 5007262201000128",52,NA,0.95570136470141,4.31678568546387
"3753",3753,3753,46935328,"Prime Location+'21 Reno+2 StoryFlat+StepsFrom H St",69229879,"Danielle",NA,"Union Station, Stanton Park, Kingman Park",38.90176,-76.98889,"Entire home/apt",294,2,100,"9/8/2022",4.77,6,339,59,"Exempt",41,NA,0.852856989638884,4.34081408454557
"3754",3754,3754,47350016,"Classy Stay in Northwest Washington DC",68062915,"Oti",NA,"Cathedral Heights, McLean Gardens, Glover Park",38.93816,-77.07776,"Entire home/apt",83,31,26,"1/4/2022",1.33,1,13,12,NA,288,NA,0.744975174827573,6.32822246276374
"3755",3755,3755,46937902,"New 2Lvl Flat+Garage Parking+H St.  Corridor+LNDRY",69229879,"Danielle",NA,"Union Station, Stanton Park, Kingman Park",38.90128,-76.99042,"Entire home/apt",285,2,123,"9/5/2022",5.83,6,346,72,"Exempt",44,NA,0.794088345587229,4.26362919610792
"3756",3756,3756,47361189,"Cozy Private Apartment, Perfect Base To Explore DC",14837887,"Ashley",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92729,-76.99823,"Entire home/apt",127,2,66,"9/4/2022",3.65,1,76,43,"Hosted License: 5007242201000254",45,NA,0.447201651260948,5.61783513681736
"3757",3757,3757,46938999,"Renovated  One Bedroom Apt. in Historic District",12029413,"Ayni",NA,"Historic Anacostia",38.86258,-76.98684,"Entire home/apt",85,31,22,"7/30/2022",1.13,3,164,16,NA,81,NA,0.466682429695384,2.86940367609352
"3758",3758,3758,46578981,"Renovated, 2 bd, 1 bath, trendy, Metro 2 blocks",231133074,"Thomas",NA,"Brookland, Brentwood, Langdon",38.92288,-76.99123,"Entire home/apt",131,3,54,"9/5/2022",2.54,2,296,39,"Hosted License: 5007242201000262
Unhosted License: 5007262201000263",44,NA,0.285924082136466,5.503504798657
"3759",3759,3759,47391929,"Remodeled 1 Bedroom , Amazing Location",4398452,"May",NA,"Union Station, Stanton Park, Kingman Park",38.90505,-76.99804,"Entire home/apt",132,1,95,"9/11/2022",4.92,2,58,67,"Hosted License: 5007242201000794",38,NA,0.304248446575168,4.24697907960377
"3760",3760,3760,46598276,"An Exquisite Sojourn on The Hill",39930655,"Team",NA,"Capitol Hill, Lincoln Park",38.8878,-76.99825,"Entire home/apt",239,31,24,"7/28/2022",1.11,156,351,16,NA,83,NA,0.250774498083468,3.2721136956342
"3761",3761,3761,47395434,"Private Gym, Outdoors, Workspace, Games, and More!",44126772,"Derrick",NA,"Brightwood Park, Crestwood, Petworth",38.95011288,-77.02361076,"Entire home/apt",207,2,0,NA,NA,1,83,0,"Hosted License: 5007242201001807",-1,NA,0.8742988679308,6.80648161957928
"3762",3762,3762,46602569,"Newly Constructed Private Townhouse!",27789799,"Kevann",NA,"Congress Heights, Bellevue, Washington Highlands",38.83995,-76.99123,"Private room",119,1,6,"4/30/2022",0.28,2,67,1,"Hosted License: 5007242201002182",172,NA,0.421324064421133,2.67202133205202
"3763",3763,3763,46604590,"DC house with a roof top & partial US Capitol view",251085501,"Andualem",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91501,-77.00948,"Entire home/apt",525,2,81,"8/26/2022",3.88,1,50,42,"Hosted License: 5007242201000607",54,NA,0.654172697188872,4.60608887238015
"3764",3764,3764,46944930,"Elegantly Spacious 5BR/2.5Ba Home - across Metro",378002958,"Joan",NA,"Mayfair, Hillbrook, Mahaning Heights",38.89749,-76.94658,"Private room",235,31,3,"5/14/2022",0.16,2,179,1,NA,158,NA,0.118286391274726,5.87872161598392
"3765",3765,3765,47395441,"CH7| Work from Home | Hi-Speed Internet | Dogs OK",170280723,"Lee & Rush",NA,"Capitol Hill, Lincoln Park",38.88708,-76.99328,"Entire home/apt",132,4,15,"7/13/2022",0.83,10,60,11,"Exempt",98,NA,0.225139343981847,3.42154969314918
"3766",3766,3766,46951113,"Sojourn | S Street | DuPont Unit B",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91514,-77.04397,"Entire home/apt",101,31,0,NA,NA,156,0,0,"Hosted License: 5007242201000872",-1,NA,0.383049725187396,4.36322384030827
"3767",3767,3767,47404042,"Entire 2 Bedroom/ 2 Bathroom unit (Heart of SHAW)",377569030,"Cristopher",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91457,-77.02123,"Entire home/apt",223,2,72,"9/5/2022",3.5,1,121,48,"Hosted License: 5007242201000752",44,NA,0.08368389481922,4.40320160316797
"3768",3768,3768,46951758,"Boutique Style Home - Rooftop w/Breathtaking Views",55133178,"Quinton",NA,"Historic Anacostia",38.8634,-76.99187,"Entire home/apt",250,31,37,"7/31/2022",1.75,1,361,31,NA,80,NA,0.193542444422335,2.62082195705362
"3769",3769,3769,47407322,"Bright, Open, Contemporary InLaw Suite in Petworth",16470890,"Heather",NA,"Brightwood Park, Crestwood, Petworth",38.95346,-77.01381,"Entire home/apt",134,2,28,"8/26/2022",1.5,1,117,11,"Hosted License: 5007242201002023",54,NA,0.643223831343764,7.11440892556718
"3770",3770,3770,46611782,"Casa Viva Terra by Metta Home - An Entire Row House",67044851,"Heather",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91911,-77.0333,"Entire home/apt",434,31,19,"3/26/2022",0.97,3,0,9,NA,207,NA,0.348340898286066,4.62991855197351
